index_in_path,lat,lng,altitude,heading,roll,tilt,distance_from_ground
104,37.829157958961446,-122.51954957860073,288.6122805925572,231.780,0.000,64.196,200
105,37.829157958961446,-122.51954957860073,288.1999935699508,231.780,0.000,64.311,200
106,37.829157958961446,-122.51954957860073,287.7748877851477,231.780,0.000,64.424,200
107,37.829157958961446,-122.51954957860073,287.3372906706621,231.780,0.000,64.535,200
108,37.829157958961446,-122.51954957860073,286.88753449912224,231.780,0.000,64.643,200
109,37.829157958961446,-122.51954957860073,286.4259561089174,231.780,0.000,64.749,200
110,37.829157958961446,-122.51954957860073,285.95289662787894,231.780,0.000,64.853,200
111,37.829157958961446,-122.51954957860073,285.46870119523777,231.780,0.000,64.955,200
112,37.829157958961446,-122.51954957860073,284.97371868210234,231.780,0.000,65.054,200
113,37.829157958961446,-122.51954957860073,284.46830141070194,231.780,0.000,65.151,200
114,37.829157958961446,-122.51954957860073,283.95280487263983,231.780,0.000,65.246,200
115,37.829157958961446,-122.51954957860073,283.4275874464014,231.780,0.000,65.338,200
116,37.829157958961446,-122.51954957860073,282.8930101143624,231.780,0.000,65.428,200
117,37.829157958961446,-122.51954957860073,282.3494361795426,231.780,0.000,65.516,200
118,37.829157958961446,-122.51954957860073,281.7972309823476,231.780,0.000,65.601,200
119,37.829157958961446,-122.51954957860073,281.23676161754486,231.780,0.000,65.684,200
120,37.829157958961446,-122.51954957860073,280.6683966517141,231.780,0.000,65.765,200
121,37.829157958961446,-122.51954957860073,280.09250584141535,231.780,0.000,65.843,200
122,37.829157958961446,-122.51954957860073,279.50945985231385,231.780,0.000,65.919,200
123,37.829157958961446,-122.51954957860073,278.91962997950054,231.780,0.000,65.993,200
124,37.829157958961446,-122.51954957860073,278.3233878692452,231.780,0.000,66.064,200
125,37.829157958961446,-122.51954957860073,277.72110524241634,231.780,0.000,66.133,200
126,37.829157958961446,-122.51954957860073,277.11315361980036,231.780,0.000,66.199,200
127,37.829157958961446,-122.51954957860073,276.49990404955076,231.780,0.000,66.264,200
128,37.829157958961446,-122.51954957860073,275.8817268369935,231.780,0.000,66.325,200
129,37.829157958961446,-122.51954957860073,275.25899127701393,231.780,0.000,66.385,200
130,37.829157958961446,-122.51954957860073,274.6320653892463,231.780,0.000,66.442,200
131,37.829157958961446,-122.51954957860073,274.00131565628413,231.780,0.000,66.496,200
132,37.829157958961446,-122.51954957860073,273.3671067651262,231.780,0.000,66.549,200
133,37.829155955946455,-122.5195527989331,272.7298013520689,231.780,0.000,66.599,200
134,37.829153821856956,-122.51955622999945,272.0897597512527,231.780,0.000,66.646,200
135,37.829151353035726,-122.5195601992281,271.44733974706577,231.780,0.000,66.691,200
136,37.829148728912855,-122.51956441814158,270.80289633060346,231.780,0.000,66.734,200
137,37.829146002077024,-122.51956880219089,270.1567814603791,231.780,0.000,66.774,200
138,37.82914290608057,-122.51957377975512,269.50934382747533,231.780,0.000,66.812,200
139,37.82913968633523,-122.51957895627541,268.8609286253224,231.780,0.000,66.848,200
140,37.8291364371764,-122.51958418008479,268.21187732428336,231.780,0.000,66.881,200
141,37.82913283979027,-122.51958996375353,267.56252745122197,231.780,0.000,66.912,200
142,37.82912932724571,-122.51959561101866,266.91321237422375,231.780,0.000,66.941,200
143,37.82912573517146,-122.51960138614672,266.2642610926354,231.780,0.000,66.967,200
144,37.82912213086184,-122.51960718094581,265.6159980325823,231.780,0.000,66.991,200
145,37.82911851755826,-122.51961299020458,264.96874284811736,231.780,0.000,67.012,200
146,37.829115013780836,-122.51961862337333,264.32281022815124,231.780,0.000,67.031,200
147,37.829111346845,-122.51962451885834,263.67850970930465,231.780,0.000,67.048,200
148,37.82910779367037,-122.5196302314445,263.03614549482046,231.780,0.000,67.062,200
149,37.82910460737421,-122.51963535418471,262.3960162796658,231.780,0.000,67.074,200
150,37.82910150856746,-122.51964033626437,261.758415081948,231.780,0.000,67.084,200
151,37.82909858497444,-122.51964503664549,261.12362908076307,231.780,0.000,67.092,200
152,37.82909573777951,-122.51964961419809,260.4919394605879,231.780,0.000,67.097,200
153,37.82909277690803,-122.51965437451297,259.86362126232143,231.780,0.000,67.099,200
154,37.82908958516953,-122.51965950600203,259.2389432410731,231.780,0.000,67.100,200
155,37.829086475485035,-122.51966450556925,258.6181677307912,231.780,0.000,67.098,200
156,37.82908324420344,-122.5196697006329,258.0015505158155,231.780,0.000,67.094,200
157,37.82907992156042,-122.5196750425818,257.3893407094335,231.780,0.000,67.087,200
158,37.8290766157106,-122.51968035753137,256.78178063951094,231.780,0.000,67.079,200
159,37.829073097873575,-122.51968601330113,256.17910574126245,231.780,0.000,67.068,200
160,37.829069407358794,-122.51969194669161,255.58154445721914,231.780,0.000,67.054,200
161,37.829066007918144,-122.51969741211016,254.98931814444472,231.780,0.000,67.039,200
162,37.82906280782586,-122.51970255702805,254.40264098904348,231.780,0.000,67.021,200
163,37.82905968198862,-122.51970758256292,253.82171992799735,231.780,0.000,67.001,200
164,37.82905687633551,-122.51971209332464,253.2467545783618,231.780,0.000,66.979,200
165,37.829054154579055,-122.51971646920218,252.6779371738428,231.780,0.000,66.954,200
166,37.82905146368957,-122.5197207954535,252.11545250877134,231.780,0.000,66.928,200
167,37.82904869882097,-122.51972524064382,251.55947788948347,231.780,0.000,66.899,200
168,37.82904588804828,-122.51972975963584,251.01018309310757,231.780,0.000,66.868,200
169,37.8290431295899,-122.51973419451988,250.4677303337536,231.780,0.000,66.834,200
170,37.82904043250247,-122.51973853073521,249.93227423609144,231.780,0.000,66.799,200
171,37.829037706144554,-122.5197429140097,249.40396181629924,231.780,0.000,66.761,200
172,37.82903502771325,-122.51974722023049,248.88293247035494,231.780,0.000,66.722,200
173,37.82903247788978,-122.51975131968325,248.36931796963788,231.780,0.000,66.680,200
174,37.829029835759926,-122.5197555675405,247.86324246380008,231.780,0.000,66.636,200
175,37.82902728832953,-122.51975966314554,247.36482249086015,231.780,0.000,66.590,200
176,37.8290248912717,-122.51976351699048,246.87416699446615,231.780,0.000,66.542,200
177,37.829022584292204,-122.51976722601282,246.39137734826664,231.780,0.000,66.492,200
178,37.829020396587424,-122.51977074327236,245.91654738732316,231.780,0.000,66.439,200
179,37.82901818366899,-122.51977430106878,245.4497634464899,231.780,0.000,66.385,200
180,37.82901597490315,-122.51977785218881,244.99110440568103,231.947,0.000,66.329,200
181,37.82901386947523,-122.51978123716827,244.5406417419389,232.393,0.000,66.270,200
182,37.829011811532084,-122.51978454580453,244.09843958821025,233.181,0.000,66.210,200
183,37.82900963229563,-122.5197880494487,243.66455479873156,234.339,0.000,66.148,200
184,37.829007681677716,-122.5197913209257,243.2390370209189,235.865,0.000,66.083,200
185,37.82900571914914,-122.51979485623055,242.8219287736506,237.740,0.000,66.017,200
186,37.829003773985804,-122.51979869210348,242.4132655318267,239.927,0.000,65.949,200
187,37.829002082039885,-122.51980238566867,242.01307581708232,242.217,0.000,65.879,200
188,37.82900058077536,-122.51980603209745,241.62138129452674,244.452,0.000,65.806,200
189,37.82899918207797,-122.51980981245217,241.2381968753753,246.522,0.000,65.732,200
190,37.82899784885818,-122.51981380574627,240.8635308253346,248.358,0.000,65.657,200
191,37.82899665497562,-122.51981773819418,240.49738487859764,249.923,0.000,65.579,200
192,37.828995572133906,-122.51982161865797,240.13975435729955,251.204,0.000,65.499,200
193,37.828994560433706,-122.51982551236114,239.79062829628037,252.210,0.000,65.418,200
194,37.82899354768935,-122.51982963925505,239.44998957299623,252.961,0.000,65.335,200
195,37.82899252651958,-122.51983398194383,239.11781504241588,253.486,0.000,65.250,200
196,37.82899146682329,-122.5198386211808,238.79407567673528,253.820,0.000,65.163,200
197,37.828990347271926,-122.51984360625123,238.4787367097387,253.997,0.000,65.074,200
198,37.828989319711546,-122.51984821372291,238.17175778563052,254.052,0.000,64.984,200
199,37.828988264655415,-122.51985294102971,237.87309311215847,254.014,0.000,64.892,200
200,37.828987150334406,-122.51985790287166,237.58269161784511,253.913,0.000,64.798,200
201,37.82898600075962,-122.5198629718953,237.300497113141,253.772,0.000,64.703,200
202,37.828984916742286,-122.51986769622383,237.02644845530972,253.610,0.000,64.606,200
203,37.82898385481532,-122.51987226735844,236.7604797168517,253.442,0.000,64.507,200
204,37.8289828931669,-122.51987635694995,236.50252035727112,253.278,0.000,64.407,200
205,37.82898195263277,-122.51988031201809,236.25249539798705,253.128,0.000,64.305,200
206,37.82898101069063,-122.51988423367213,236.01032560018822,252.995,0.000,64.201,200
207,37.82898006138309,-122.51988815247826,235.77592764542754,252.882,0.000,64.096,200
208,37.82897910599131,-122.51989206891352,235.54921431875118,252.790,0.000,63.989,200
209,37.82897814577754,-122.51989598345801,235.33009469415475,252.718,0.000,63.881,200
210,37.828977181919825,-122.51989989656671,235.11847432215757,252.665,0.000,63.771,200
211,37.82897621546971,-122.5199038086503,234.91425541928427,252.628,0.000,63.660,200
212,37.82897524732906,-122.51990772006374,234.71733705924217,252.605,0.000,63.547,200
213,37.8289742782416,-122.51991163110128,234.5276153655813,252.593,0.000,63.433,200
214,37.82897330879569,-122.51991554199637,234.3449837056235,252.590,0.000,63.318,200
215,37.82897233943498,-122.51991945292527,234.16933288544584,252.593,0.000,63.201,200
216,37.82897137047413,-122.51992336401291,234.00055134570437,252.601,0.000,63.082,200
217,37.82897040211733,-122.51992727534034,233.83852535808188,252.612,0.000,62.963,200
218,37.828969434477806,-122.51993118695225,233.68313922214568,252.624,0.000,62.842,200
219,37.82896846759695,-122.51993509886478,233.53427546240025,252.636,0.000,62.719,200
220,37.82896750146209,-122.5199390110727,233.3918150253199,252.648,0.000,62.595,200
221,37.828966536022314,-122.51994292355563,233.25563747614825,252.659,0.000,62.470,200
222,37.82896557120208,-122.51994683628348,233.12562119525117,252.668,0.000,62.344,200
223,37.8289646069123,-122.51995074922087,233.00164357381126,252.675,0.000,62.217,200
224,37.828963643059076,-122.51995466233062,232.88358120865337,252.680,0.000,62.088,200
225,37.8289626795504,-122.51995857557634,232.77131009599162,252.683,0.000,61.958,200
226,37.8289626795504,-122.51995857557634,232.66470582389078,252.685,0.000,61.827,200
227,37.8289626795504,-122.51995857557634,232.56364376323597,252.686,0.000,61.695,200
228,37.8289626795504,-122.51995857557634,232.46799925700714,252.686,0.000,61.562,200
229,37.8289626795504,-122.51995857557634,232.3776478076569,252.686,0.000,61.427,200
230,37.8289626795504,-122.51995857557634,232.29246526239314,252.686,0.000,61.292,200
231,37.8289626795504,-122.51995857557634,232.21232799616968,252.686,0.000,61.155,200
232,37.8289626795504,-122.51995857557634,232.1371130921917,252.686,0.000,61.017,200
233,37.8289626795504,-122.51995857557634,232.066698519746,252.686,0.000,60.879,200
234,37.8289626795504,-122.51995857557634,232.0009633091684,252.686,0.000,60.739,200
235,37.8289626795504,-122.51995857557634,231.93978772376465,252.686,0.000,60.598,200
236,37.8289626795504,-122.51995857557634,231.8830534285049,252.686,0.000,60.457,200
237,37.8289626795504,-122.51995857557634,231.8306436553152,252.686,0.000,60.314,200
238,37.8289626795504,-122.51995857557634,231.78244336479352,252.686,0.000,60.171,200
239,37.8289626795504,-122.51995857557634,231.73833940418174,252.686,0.000,60.027,200
240,37.8289626795504,-122.51995857557634,231.69822066142996,252.686,0.000,59.881,200
241,37.8289626795504,-122.51995857557634,231.66197821519276,252.686,0.000,59.735,200
242,37.8289626795504,-122.51995857557634,231.62950548060283,252.686,0.000,59.589,200
243,37.8289626795504,-122.51995857557634,231.60069835067117,252.686,0.000,59.441,200
244,37.8289626795504,-122.51995857557634,231.57545533316846,252.686,0.000,59.293,200
245,37.8289626795504,-122.51995857557634,231.55367768284705,252.686,0.000,59.143,200
246,37.8289626795504,-122.51995857557634,231.53526952886799,252.686,0.000,58.994,200
247,37.8289626795504,-122.51995857557634,231.52013799730315,252.686,0.000,58.843,200
248,37.8289626795504,-122.51995857557634,231.50819332858765,252.686,0.000,58.692,200
249,37.8289626795504,-122.51995857557634,231.49934898980308,252.686,0.000,58.540,200
250,37.8289626795504,-122.51995857557634,231.49352178167825,252.686,0.000,58.387,200
251,37.8289626795504,-122.51995857557634,231.49063194019962,252.686,0.000,58.234,200
252,37.8289626795504,-122.51995857557634,231.49060323272903,252.686,0.000,58.081,200
253,37.8289626795504,-122.51995857557634,231.49336304853296,252.686,0.000,57.926,200
254,37.8289626795504,-122.51995857557634,231.49884248363307,252.686,0.000,57.771,200
255,37.8289626795504,-122.51995857557634,231.50697641989444,252.686,0.000,57.616,200
256,37.8289626795504,-122.51995857557634,231.51770359827316,252.686,0.000,57.460,200
257,37.8289626795504,-122.51995857557634,231.53096668615237,252.686,0.000,57.304,200
258,37.8289626795504,-122.51995857557634,231.54671233870147,252.686,0.000,57.147,200
259,37.8289626795504,-122.51995857557634,231.5648912541996,252.686,0.000,56.990,200
260,37.8289626795504,-122.51995857557634,231.58545822327127,252.686,0.000,56.832,200
261,37.8289626795504,-122.51995857557634,231.60837217198832,252.686,0.000,56.674,200
262,37.8289626795504,-122.51995857557634,231.63359619879904,252.686,0.000,56.516,200
263,37.8289626795504,-122.51995857557634,231.6610976052518,252.686,0.000,56.357,200
264,37.8289626795504,-122.51995857557634,231.69084792048704,252.687,0.000,56.198,200
265,37.8289626795504,-122.51995857557634,231.72282291947857,252.688,0.000,56.038,200
266,37.8289626795504,-122.51995857557634,231.75700263501088,252.688,0.000,55.879,200
267,37.8289626795504,-122.51995857557634,231.79337136338697,252.689,0.000,55.719,200
268,37.8289626795504,-122.51995857557634,231.83191766386688,252.691,0.000,55.559,200
269,37.8289626795504,-122.51995857557634,231.87263435184448,252.693,0.000,55.398,200
270,37.82896171630069,-122.51996248892418,231.91551848577603,252.694,0.000,55.238,200
271,37.82896071218597,-122.519966569142,231.96057134788154,252.695,0.000,55.077,200
272,37.828959714039094,-122.51997062565393,232.00779841864556,252.696,0.000,54.916,200
273,37.82895875115446,-122.51997453914564,232.05720934515173,252.697,0.000,54.755,200
274,37.82895774518981,-122.51997862783301,232.10881790329086,252.697,0.000,54.594,200
275,37.828956710926875,-122.519982831493,232.16264195388962,252.697,0.000,54.432,200
276,37.828955679882945,-122.51998702191952,232.21870339281315,252.696,0.000,54.271,200
277,37.8289546033651,-122.51999139693608,232.27702809510106,252.696,0.000,54.110,200
278,37.82895356988125,-122.51999559680533,232.3376458532029,252.695,0.000,53.948,200
279,37.82895246712905,-122.52000007788179,232.4005903093857,252.694,0.000,53.787,200
280,37.82895133281074,-122.5200046869418,232.46589888239166,252.693,0.000,53.626,200
281,37.8289502345464,-122.52000914924695,232.53361268843082,252.692,0.000,53.464,200
282,37.82894922852806,-122.5200132365428,232.60377645659955,252.691,0.000,53.303,200
283,37.82894822993534,-122.52001729349271,232.6764384388212,252.691,0.000,53.142,200
284,37.82894726665784,-122.52002120682883,232.75165031441168,252.690,0.000,52.980,200
285,37.828946303355735,-122.52002512015515,232.82946708937797,252.690,0.000,52.819,200
286,37.82894528192473,-122.52002926953779,232.9099469905637,252.690,0.000,52.658,200
287,37.828944292832254,-122.52003328749191,232.993151354761,252.689,0.000,52.498,200
288,37.828943277245756,-122.52003741303315,233.0791445129138,252.689,0.000,52.337,200
289,37.828942300264146,-122.52004138173288,233.16799366954217,252.689,0.000,52.177,200
290,37.82894131529446,-122.52004538287564,233.25976877752353,252.689,0.000,52.016,200
291,37.82894035033975,-122.52004930271747,233.35454240837083,252.689,0.000,51.856,200
292,37.82893930302638,-122.52005355712865,233.4523896181528,252.558,0.000,51.697,200
293,37.82893816784271,-122.52005816850583,233.55338780920647,252.209,0.000,51.537,200
294,37.82893704234367,-122.52006274056235,233.65761658779627,251.591,0.000,51.378,200
295,37.82893591184032,-122.52006733296903,233.7651576178788,250.683,0.000,51.219,200
296,37.82893489909406,-122.52007122623313,233.87609447113658,249.485,0.000,51.060,200
297,37.828933804703105,-122.52007508391914,233.9905124734481,248.015,0.000,50.902,200
298,37.82893256216804,-122.52007904941802,234.10849854796538,246.300,0.000,50.744,200
299,37.8289312293123,-122.52008289923369,234.23014105497464,244.504,0.000,50.587,200
300,37.82892968256369,-122.52008696941242,234.35552962871813,242.751,0.000,50.430,200
301,37.82892788920752,-122.52009131247554,234.48475501135988,241.128,0.000,50.273,200
302,37.82892596563283,-122.52009564961573,234.61790888428055,239.688,0.000,50.116,200
303,37.8289240245607,-122.52009977286161,234.75508369688976,238.461,0.000,49.960,200
304,37.82892206769697,-122.5201037338712,234.8963724931476,237.456,0.000,49.805,200
305,37.82892014816553,-122.5201074754919,235.041868735989,236.667,0.000,49.650,200
306,37.82891834275355,-122.52011089649254,235.19166612984793,236.078,0.000,49.495,200
307,37.82891651908853,-122.5201142833186,235.34585844148,235.666,0.000,49.341,200
308,37.82891456734948,-122.52011786053099,235.5045393192845,235.404,0.000,49.188,200
309,37.828912717894774,-122.52012122486542,235.66780211132897,235.265,0.000,49.035,200
310,37.82891080031747,-122.52012470247163,235.83573968228052,235.222,0.000,48.882,200
311,37.82890881758306,-122.52012829938995,236.00844422945048,235.251,0.000,48.730,200
312,37.82890682121322,-122.52013193095485,236.1860070981593,235.331,0.000,48.579,200
313,37.82890477926818,-122.52013566151602,236.36851859663057,235.441,0.000,48.428,200
314,37.82890268825294,-122.5201395017656,236.5560678106232,235.569,0.000,48.278,200
315,37.828900634078984,-122.520143295536,236.74874241801223,235.701,0.000,48.129,200
316,37.82889849919046,-122.52014726033265,236.9466285035282,235.829,0.000,47.980,200
317,37.82889646419831,-122.5201510593566,237.14981037386647,235.947,0.000,47.831,200
318,37.828894554456646,-122.52015464126305,237.35837037337689,236.051,0.000,47.684,200
319,37.82889264461281,-122.52015823781224,237.57238870054476,236.139,0.000,47.537,200
320,37.82889061888684,-122.52016206532106,237.791943225473,236.212,0.000,47.391,200
321,37.82888865663013,-122.52016578273003,238.0171093085755,236.268,0.000,47.245,200
322,37.82888676503251,-122.52016937345988,238.24795962069072,236.310,0.000,47.100,200
323,37.828884924466124,-122.5201728723041,238.48456396482294,236.339,0.000,46.956,200
324,37.828883101690856,-122.5201763405531,238.72698909971828,236.357,0.000,46.813,200
325,37.828881196196775,-122.52017996808401,238.97529856548056,236.366,0.000,46.670,200
326,37.828879257673016,-122.52018365922271,239.22955251143082,236.369,0.000,46.528,200
327,37.82887705774723,-122.52018784789975,239.48980752641194,236.366,0.000,46.387,200
328,37.828874769851474,-122.52019220311328,239.75611647173878,236.360,0.000,46.246,200
329,37.828872488015286,-122.52019654534753,240.02852831699067,236.352,0.000,46.107,200
330,37.82887023072899,-122.52020083916872,240.30708797884202,236.342,0.000,45.968,200
331,37.82886771981698,-122.52020561344422,240.59183616312296,236.332,0.000,45.830,200
332,37.82886496989195,-122.52021084003593,240.88280921030034,236.323,0.000,45.693,200
333,37.828861905394795,-122.52021666228632,241.180038944565,236.315,0.000,45.557,200
334,37.82885864744307,-122.52022284997302,242.50303310288027,236.307,0.000,45.421,200
335,37.828855403598695,-122.52022900906942,243.77446544215456,236.301,0.000,45.286,200
336,37.828852113192994,-122.52023525507242,245.00199519303402,236.295,0.000,45.153,200
337,37.82884862917356,-122.52024186734941,246.19205770957274,236.291,0.000,45.020,200
338,37.8288451820863,-122.52024840860177,247.35004815111134,236.288,0.000,44.888,200
339,37.82884197465562,-122.52025449446577,248.4804776619688,236.286,0.000,44.756,200
