index_in_path,lat,lng,altitude,heading,roll,tilt,distance_from_ground
131,37.42696236476765,-122.28347040584754,243,131.9,0.0,57.0,200
132,37.42696063363724,-122.28346797108713,243.14,131.8,0.0,56.9,200
133,37.42695886193142,-122.2834654750968,243.28,131.8,0.0,56.8,200
134,37.42695695555456,-122.28346278567372,243.41,131.7,0.0,56.6,200
135,37.42695488045056,-122.28345985501868,243.54,131.7,0.0,56.4,200
136,37.426952814087436,-122.28345693431663,243.67,131.7,0.0,56.2,200
137,37.426950818045896,-122.28345411140846,243.79,131.7,0.0,56.0,200
138,37.42694874714473,-122.28345118162267,243.91,131.7,0.0,55.7,200
139,37.426946633247645,-122.2834481905575,244.03,131.7,0.0,55.4,200
140,37.426944400922245,-122.28344503195166,244.14,131.7,0.0,55.1,200
141,37.42694198699181,-122.28344161685486,244.24,131.7,0.0,54.8,200
142,37.426939494126124,-122.28343809091072,244.35,131.7,0.0,54.5,200
143,37.42693708362575,-122.28343468249578,244.45,131.7,0.0,54.1,200
144,37.4269344382816,-122.28343094330401,244.54,131.7,0.0,53.8,200
145,37.42693183038045,-122.28342725838239,244.64,131.7,0.0,53.3,200
146,37.42692923800511,-122.28342359673996,244.73,131.7,0.0,52.9,200
147,37.42692659321389,-122.28341986237976,244.81,131.7,0.0,52.5,200
148,37.426923599770305,-122.28341563711955,244.89,131.7,0.0,52.0,200
149,37.42692060583519,-122.28341141241177,244.97,131.8,0.0,51.5,200
150,37.42691761147227,-122.28340718818495,245.04,131.8,0.0,51.0,200
151,37.42691461674964,-122.28340296436271,245.11,131.8,0.0,50.4,200
152,37.42691162173613,-122.28339874086764,245.18,131.8,0.0,49.9,200
153,37.426908626498445,-122.28339451762486,245.24,131.8,0.0,49.3,200
154,37.4269056310989,-122.28339029456427,245.3,131.8,0.0,48.7,200
155,37.42690263559383,-122.28338607162253,245.35,131.8,0.0,48.1,200
156,37.4268996400325,-122.28338184874427,245.4,131.8,0.0,47.4,200
157,37.426896644456605,-122.28337762588255,245.45,131.8,0.0,46.8,200
158,37.426893648900034,-122.28337340299926,245.49,131.8,0.0,46.1,200
159,37.42689065338917,-122.28336918006472,245.53,131.8,0.0,45.4,200
160,37.426887657943276,-122.2833649570573,245.56,131.8,0.0,44.7,200
161,37.42688466257514,-122.28336073396257,245.6,131.8,0.0,43.9,200
162,37.42688166729193,-122.28335651077249,245.62,131.8,0.0,43.2,200
163,37.426878672095945,-122.28335228748449,245.65,131.8,0.0,42.4,200
164,37.42687567698556,-122.2833480641004,245.67,131.8,0.0,41.6,200
165,37.42687268195604,-122.28334384062555,245.68,131.8,0.0,40.9,200
166,37.42686968700036,-122.28333961706782,245.7,131.8,0.0,40.1,200
167,37.426866692109954,-122.28333539343691,245.7,131.8,0.0,39.3,200
168,37.426863697275344,-122.28333116974339,245.71,132.0,0.0,38.4,200
169,37.42686070248674,-122.28332694599833,245.71,132.6,0.0,37.6,200
170,37.42685785993291,-122.28332293687266,245.71,133.6,0.0,36.8,200
171,37.426855105650134,-122.28331905218104,245.7,135.3,0.0,35.9,200
172,37.426852960456486,-122.28331618005792,245.69,137.5,0.0,35.1,200
173,37.42685069897889,-122.28331341652816,245.68,140.3,0.0,34.2,200
174,37.42684845253913,-122.28331098113999,245.66,143.7,0.0,33.3,200
175,37.42684600409664,-122.2833086738649,245.64,147.5,0.0,32.5,200
176,37.42684340535505,-122.28330657728256,245.62,151.3,0.0,31.6,200
177,37.42684077541232,-122.28330478255002,245.59,155.1,0.0,30.8,200
178,37.42683807940795,-122.28330324209337,245.55,158.7,0.0,29.9,200
179,37.42683537343998,-122.283301958936,245.52,161.9,0.0,29.0,200
180,37.42683271107302,-122.28330091883171,245.48,164.8,0.0,28.2,200
181,37.42682996248128,-122.28330003846033,245.44,167.3,0.0,27.3,200
182,37.426826977868615,-122.28329925523367,245.39,169.4,0.0,26.5,200
183,37.426824020496724,-122.2832986156589,245.34,171.0,0.0,25.6,200
184,37.42682097670136,-122.28329806487714,245.29,172.2,0.0,24.8,200
185,37.42681810212338,-122.28329761787332,245.23,173.0,0.0,24.0,200
186,37.426815283505704,-122.2832972265501,245.17,173.5,0.0,23.2,200
187,37.426812497518526,-122.28329686493733,245.1,173.8,0.0,22.4,200
188,37.42680972234662,-122.28329651194652,245.04,173.7,0.0,21.6,200
189,37.42680693471858,-122.28329614999559,244.96,173.6,0.0,20.8,200
190,37.42680403966039,-122.2832957545752,244.89,173.4,0.0,20.1,200
191,37.42680088079881,-122.28329529228444,244.81,173.2,0.0,19.3,200
192,37.426797748679796,-122.28329479693669,244.73,173.1,0.0,18.6,200
193,37.426797748679796,-122.28329479693669,244.64,172.9,0.0,17.9,200
194,37.426797748679796,-122.28329479693669,244.55,172.8,0.0,17.2,200
195,37.426797748679796,-122.28329479693669,244.46,172.8,0.0,16.5,200
196,37.426797748679796,-122.28329479693669,244.36,172.8,0.0,15.9,200
197,37.426797748679796,-122.28329479693669,244.27,172.8,0.0,15.2,200
198,37.426797748679796,-122.28329479693669,244.16,172.8,0.0,14.6,200
199,37.426797748679796,-122.28329479693669,244.06,172.8,0.0,14.0,200
200,37.426797748679796,-122.28329479693669,243.95,172.8,0.0,13.4,200
201,37.426797748679796,-122.28329479693669,243.83,172.8,0.0,12.9,200
202,37.426797748679796,-122.28329479693669,243.72,172.8,0.0,12.4,200
203,37.426797748679796,-122.28329479693669,243.6,172.8,0.0,11.9,200
204,37.426797748679796,-122.28329479693669,243.48,172.8,0.0,11.4,200
205,37.426797748679796,-122.28329479693669,243.35,172.8,0.0,10.9,200
206,37.426797748679796,-122.28329479693669,243.22,172.8,0.0,10.5,200
207,37.426797748679796,-122.28329479693669,243.09,172.8,0.0,10.1,200
208,37.426797748679796,-122.28329479693669,242.95,172.7,0.0,9.7,200
209,37.426797748679796,-122.28329479693669,242.82,172.6,0.0,9.3,200
210,37.426797748679796,-122.28329479693669,242.67,172.4,0.0,9.0,200
211,37.426797748679796,-122.28329479693669,242.53,172.2,0.0,8.7,200
212,37.426797748679796,-122.28329479693669,242.38,171.8,0.0,8.4,200
213,37.42679641198651,-122.28329456818615,242.23,171.4,0.0,8.1,200
214,37.426794587003094,-122.28329423138723,242.08,171.0,0.0,7.8,200
215,37.42679255580847,-122.28329382963695,241.92,170.6,0.0,7.6,200
216,37.42679016980934,-122.28329332770053,241.76,170.1,0.0,7.4,200
217,37.42678736014248,-122.28329270419904,241.6,169.7,0.0,7.2,200
218,37.42678415161318,-122.28329195927381,241.43,169.3,0.0,7.1,200
219,37.426780606586114,-122.2832911049819,241.26,169.0,0.0,6.9,200
220,37.42677671669597,-122.28329013918835,241.09,168.7,0.0,6.8,200
221,37.42677283009272,-122.2832891516992,240.91,168.5,0.0,6.7,200
222,37.42676888978822,-122.28328813342723,240.74,168.4,0.0,6.6,200
223,37.4267644870766,-122.28328698237159,240.56,168.3,0.0,6.5,200
224,37.4267600856417,-122.28328582359947,240.37,168.2,0.0,6.5,200
225,37.42675568477003,-122.28328466144026,240.19,168.2,0.0,6.5,200
226,37.42675146737682,-122.28328354794382,240,168.2,0.0,6.4,200
227,37.4267470659579,-122.28328238907567,239.81,168.3,0.0,6.4,200
228,37.426742874250984,-122.2832812906441,239.61,168.3,0.0,6.4,200
229,37.42673860717926,-122.28328017932058,239.41,168.4,0.0,6.4,200
230,37.426734728591214,-122.28327917627783,239.21,168.5,0.0,6.5,200
231,37.42673120384997,-122.28327827157187,239.01,168.6,0.0,6.5,200
232,37.4267278146727,-122.28327740825056,238.81,168.6,0.0,6.5,200
233,37.42672428554404,-122.28327651588503,238.6,168.7,0.0,6.6,200
234,37.42672087121989,-122.28327565848555,238.39,168.8,0.0,6.6,200
235,37.42671737577943,-122.28327478617973,238.18,168.8,0.0,6.7,200
236,37.426714083019114,-122.28327396893184,237.96,168.9,0.0,6.7,200
237,37.42671083967892,-122.28327316765763,237.74,168.9,0.0,6.8,200
238,37.42670783144739,-122.28327242724787,237.52,169.0,0.0,6.9,200
239,37.426704984113954,-122.28327172846744,237.3,169.0,0.0,6.9,200
240,37.42670225178969,-122.28327105931689,237.08,169.0,0.0,7.0,200
241,37.42669935728784,-122.28327035141906,236.85,169.0,0.0,7.0,200
242,37.426696425533834,-122.2832696349345,236.62,169.0,0.0,7.1,200
243,37.42669347200459,-122.2832689132652,236.39,169.0,0.0,7.1,200
244,37.42669067424962,-122.28326822948631,236.15,169.0,0.0,7.2,200
245,37.42668808565911,-122.28326759645213,235.92,169.0,0.0,7.2,200
246,37.426685672403075,-122.28326700579782,235.68,169.0,0.0,7.2,200
247,37.426683435035926,-122.2832664576404,235.44,169.0,0.0,7.2,200
248,37.42668125680813,-122.2832659233847,235.19,169.0,0.0,7.2,200
249,37.4266792522179,-122.28326543116182,234.95,169.0,0.0,7.2,200
250,37.42667721982331,-122.28326493155906,234.7,168.9,0.0,7.2,200
251,37.426675079869206,-122.28326440496632,234.45,168.9,0.0,7.1,200
252,37.426672879402815,-122.28326386296669,234.2,168.9,0.0,7.1,200
253,37.4266708576749,-122.28326336457314,233.95,168.9,0.0,7.0,200
254,37.42666890237703,-122.28326288220912,233.69,168.9,0.0,6.9,200
255,37.426666829728056,-122.28326237059215,233.44,168.9,0.0,6.8,200
256,37.42666475018497,-122.28326185703348,233.18,168.9,0.0,6.7,200
257,37.42666262581403,-122.28326133222122,232.92,168.9,0.0,6.5,200
258,37.4266607116908,-122.28326085923577,232.65,168.9,0.0,6.4,200
259,37.426658840211786,-122.28326039672143,232.39,168.9,0.0,6.2,200
260,37.42665698457985,-122.28325993809572,232.12,168.9,0.0,6.0,200
261,37.42665509936299,-122.2832594721618,231.85,168.9,0.0,5.7,200
262,37.426653215569296,-122.28325900660884,231.58,168.9,0.0,5.5,200
263,37.426651213616495,-122.28325851190604,231.31,168.9,0.0,5.2,200
264,37.42664925333904,-122.283258027566,231.04,168.9,0.0,4.9,200
265,37.42664729802936,-122.28325754452618,230.76,168.9,0.0,4.6,200
266,37.426645241941515,-122.28325703667083,230.49,168.9,0.0,4.2,200
267,37.42664323993443,-122.28325654225215,230.21,168.9,0.0,3.8,200
268,37.426641264488104,-122.2832560544675,229.93,168.9,0.0,3.4,200
269,37.42663935348721,-122.2832555826629,229.65,168.9,0.0,3.0,200
270,37.42663747947066,-122.28325512004822,229.37,168.9,0.0,2.5,200
271,37.42663559594931,-122.28325465513865,229.08,168.9,0.0,2.1,200
272,37.42663362326009,-122.28325416826492,228.8,168.9,0.0,1.6,200
273,37.42663166849901,-122.28325368585215,228.51,168.9,0.0,1.0,200
274,37.42662967894601,-122.2832531948813,228.22,168.9,0.0,0.5,200
275,37.42662771051074,-122.28325270914185,227.93,168.9,0.0,0.0,200
276,37.42662556839075,-122.28325218055735,227.64,168.9,0.0,0.0,200
277,37.42662556839075,-122.28325218055735,227.35,168.9,0.0,0.0,200
278,37.42662556839075,-122.28325218055735,227.06,168.9,0.0,0.0,200
279,37.42662556839075,-122.28325218055735,226.76,168.9,0.0,0.0,200
280,37.42662556839075,-122.28325218055735,226.47,168.9,0.0,0.0,200
281,37.42662556839075,-122.28325218055735,226.17,168.9,0.0,0.0,200
282,37.42662556839075,-122.28325218055735,225.87,168.9,0.0,0.0,200
283,37.42662556839075,-122.28325218055735,225.57,168.9,0.0,0.0,200
284,37.42662556839075,-122.28325218055735,225.27,168.9,0.0,0.0,200
285,37.42662556839075,-122.28325218055735,224.97,168.9,0.0,0.0,200
286,37.42662556839075,-122.28325218055735,224.67,168.9,0.0,0.0,200
287,37.42662556839075,-122.28325218055735,224.37,168.9,0.0,0.0,200
288,37.42662556839075,-122.28325218055735,224.06,168.9,0.0,0.0,200
289,37.42662556839075,-122.28325218055735,223.76,168.9,0.0,0.0,200
290,37.42662556839075,-122.28325218055735,223.46,168.9,0.0,0.0,200
291,37.42662556839075,-122.28325218055735,223.15,168.9,0.0,0.0,200
292,37.42662556839075,-122.28325218055735,222.84,168.9,0.0,0.0,200
293,37.42662556839075,-122.28325218055735,222.54,168.9,0.0,0.0,200
294,37.42662556839075,-122.28325218055735,222.23,168.9,0.0,0.0,200
295,37.42662556839075,-122.28325218055735,221.92,168.9,0.0,0.0,200
296,37.42662556839075,-122.28325218055735,221.61,168.9,0.0,0.0,200
297,37.42662556839075,-122.28325218055735,221.3,168.9,0.0,0.0,200
298,37.42662556839075,-122.28325218055735,220.99,168.9,0.0,0.0,200
299,37.42662556839075,-122.28325218055735,220.68,168.9,0.0,0.0,200
300,37.42662556839075,-122.28325218055735,220.37,168.9,0.0,0.0,200
301,37.42662424458687,-122.28325185390315,220.05,168.9,0.0,0.0,200
302,37.426622670280274,-122.28325146543763,219.74,168.9,0.0,0.0,200
303,37.42662107667718,-122.28325107220843,219.43,168.9,0.0,0.0,200
304,37.42661940897313,-122.2832506606894,219.12,168.9,0.0,0.0,200
305,37.426617682035676,-122.28325023454673,218.8,168.9,0.0,0.0,200
306,37.42661593775328,-122.28324980411519,218.49,168.9,0.0,0.0,200
307,37.426613992760885,-122.28324932414434,218.17,168.9,0.0,0.0,200
308,37.42661209469258,-122.2832488557424,217.86,168.9,0.0,0.0,200
309,37.42661019291086,-122.28324838641362,217.55,168.9,0.0,0.0,200
310,37.42660823651668,-122.28324790359726,217.23,168.9,0.0,0.0,200
311,37.426606449905904,-122.28324746267312,216.92,168.9,0.0,0.0,200
312,37.426604555700465,-122.2832469951874,216.6,168.9,0.0,0.0,200
313,37.426602780157026,-122.28324655698091,216.29,168.9,0.0,0.0,200
314,37.42660097696441,-122.2832461119453,215.97,168.9,0.0,0.0,200
315,37.426599351469655,-122.28324571076256,215.66,168.9,0.0,0.0,200
316,37.426597717075936,-122.2832453073807,215.34,168.9,0.0,0.0,200
317,37.42659602546044,-122.28324488987406,215.03,168.9,0.0,0.0,200
318,37.426594474052536,-122.28324450697092,214.71,168.9,0.0,0.0,200
319,37.426592997036,-122.28324414242789,214.4,168.9,0.0,0.0,200
320,37.426591406446605,-122.28324374985401,214.08,168.9,0.0,0.0,200
321,37.426589755733936,-122.28324334244164,213.77,168.9,0.0,0.0,200
322,37.42658813598509,-122.28324294267233,213.45,168.9,0.0,0.0,200
323,37.42658654336538,-122.28324254959983,213.14,168.9,0.0,0.0,200
324,37.4265848979213,-122.28324214349105,212.83,168.9,0.0,0.0,200
325,37.42658317836308,-122.2832417190917,212.51,168.9,0.0,0.0,200
326,37.4265814842399,-122.28324130097128,212.2,168.9,0.0,0.0,200
327,37.42657970925262,-122.28324086289443,211.89,168.9,0.0,0.0,200
328,37.426578037088234,-122.28324045019602,211.57,168.9,0.0,0.0,200
329,37.426576259093906,-122.28324001137943,211.26,169.0,0.0,0.0,200
330,37.42657432302606,-122.28323953355068,210.95,169.1,0.0,0.0,200
331,37.42657247600111,-122.28323907769891,210.64,169.2,0.0,0.0,200
332,37.42657111592409,-122.28323874626278,210.33,169.4,0.0,0.0,200
333,37.42656974586225,-122.28323841989237,210.02,169.7,0.0,0.0,200
334,37.42656820863003,-122.28323806466301,209.71,170.0,0.0,0.0,200
335,37.42656673153597,-122.28323773538975,209.4,170.4,0.0,0.0,200
336,37.42656517004635,-122.28323740081869,209.09,170.7,0.0,0.0,200
337,37.42656357169986,-122.28323707225243,208.78,171.1,0.0,0.0,200
338,37.42656178264755,-122.2832367194777,208.48,171.4,0.0,0.0,200
339,37.4265597998107,-122.28323634394225,208.17,171.7,0.0,0.0,200
340,37.42655765009034,-122.28323595187086,207.86,171.9,0.0,0.0,200
341,37.42655553591677,-122.28323557919256,207.56,172.2,0.0,0.0,200
342,37.42655336086153,-122.28323520696395,207.25,172.4,0.0,0.0,200
343,37.42655124683729,-122.28323485398414,206.95,172.5,0.0,0.0,200
344,37.426549100094554,-122.28323450245107,206.65,172.6,0.0,0.0,200
345,37.42654687955473,-122.28323414401733,206.35,172.7,0.0,0.0,200
346,37.42654453163469,-122.28323376862517,206.04,172.7,0.0,0.0,200
347,37.426542245464994,-122.28323340501184,205.74,172.8,0.0,0.0,200
348,37.42653976462362,-122.28323301103153,205.45,172.8,0.0,0.0,200
349,37.426537089886565,-122.28323258560478,205.15,172.7,0.0,0.0,200
350,37.42653459941638,-122.28323218793628,204.85,172.7,0.0,0.0,200
351,37.42653190384163,-122.28323175509168,204.55,172.7,0.0,0.0,200
352,37.42652907635714,-122.28323129799459,204.26,172.6,0.0,0.0,200
353,37.42652621129776,-122.28323083140877,203.96,172.6,0.0,0.0,200
354,37.426523405770716,-122.28323037107104,203.67,172.5,0.0,0.0,200
355,37.426520730992436,-122.28322992895282,203.38,172.5,0.0,0.0,200
356,37.42651804335476,-122.28322948163134,203.09,172.4,0.0,0.0,200
357,37.42651528302813,-122.28322901931845,202.8,172.4,0.0,0.0,200
358,37.426512514286244,-122.28322855302497,202.51,172.4,0.0,0.0,200
359,37.42650987967947,-122.2832281072249,202.22,172.3,0.0,0.0,200
360,37.4265071770397,-122.28322764813534,201.94,172.3,0.0,0.0,200
361,37.42650434903774,-122.28322716627765,201.65,172.3,0.0,0.0,200
362,37.426501685467215,-122.28322671139674,201.37,172.3,0.0,0.0,200
363,37.42649906858613,-122.283226263781,201.09,172.3,0.0,0.0,200
364,37.426496464228364,-122.2832258178804,200.8,172.3,0.0,0.0,200
365,37.426493770497125,-122.28322535648405,200.52,172.3,0.0,0.0,200
366,37.426491018822375,-122.28322488517527,200.25,172.3,0.0,0.0,200
367,37.426491018822375,-122.28322488517527,199.97,172.3,0.0,0.0,200
368,37.426491018822375,-122.28322488517527,199.69,172.3,0.0,0.0,200
369,37.426491018822375,-122.28322488517527,199.42,172.3,0.0,0.0,200
370,37.426491018822375,-122.28322488517527,199.15,172.3,0.0,0.0,200
371,37.426491018822375,-122.28322488517527,198.87,172.3,0.0,0.0,200
372,37.426491018822375,-122.28322488517527,198.6,172.3,0.0,0.0,200
373,37.426491018822375,-122.28322488517527,198.34,172.3,0.0,0.0,200
